transaction_id,sender_account_id,receiver_account_id,timestamp,amount,account_age_days,is_odd_hour,is_round_amount,anomaly_score
2231,1427,1092,2024-09-14 03:54:22,3662.89,56,1,0,0.11121979931027484
4293,1350,1280,2024-09-19 03:36:06,1590.82,29,1,0,0.11124006157636195
8075,1012,1385,2024-09-23 23:29:52,3271.82,11,1,0,0.11140345203943884
5170,1067,1430,2024-09-15 05:10:08,275.78,159,1,0,0.11180823983421906
3998,1299,1026,2024-09-24 23:17:43,1487.23,23,1,0,0.11261855333696365
3253,1405,1098,2024-11-05 00:26:23,249.33,175,1,0,0.11282219253171445
7695,1261,1354,2025-02-25 00:14:24,4653.3,184,1,0,0.11516018136850228
5097,1039,1471,2025-08-14 15:58:35,4746.27,1763,0,0,0.11609452951115336
3121,1208,1062,2025-04-28 00:55:22,4981.23,320,1,0,0.11880288252466244
3474,1082,1219,2024-10-18 01:14:12,4759.52,228,1,0,0.11902606154934489
47,1373,1358,2024-11-03 17:17:16,51.53,92,0,0,0.11982673748021597
1690,1052,1202,2025-09-04 04:34:06,4616.15,1728,1,0,0.12174759270711291
6099,1110,1283,2025-05-13 05:49:49,4994.27,335,1,0,0.12269248552842997
5989,1456,1290,2024-09-15 17:08:16,4924.13,91,0,0,0.12404546023360388
3288,1208,1351,2024-11-08 05:28:15,4113.33,149,1,0,0.12418842889790224
9989,1231,1076,2024-09-21 04:18:31,923.62,128,1,0,0.12437455268611303
5486,1486,1474,2025-06-03 01:14:29,43.06,1680,1,0,0.1248689890226629
984,1444,1448,2024-10-28 02:35:35,4702.64,213,1,0,0.12631201375168488
8724,1299,1499,2025-03-27 23:12:40,4750.21,207,1,0,0.12631201375168488
6224,1250,1297,2024-09-17 23:13:42,1775.06,71,1,0,0.1294088215659589
5257,1073,1436,2025-05-18 02:06:03,4942.14,1566,1,0,0.13039909782542772
5089,1386,1488,2024-10-17 23:02:08,1504.2,86,1,0,0.1320557430784268
7845,1035,1389,2024-10-23 04:42:53,1348.16,85,1,0,0.1333035068367625
6907,1048,1472,2025-07-21 04:55:32,104.74,1684,1,0,0.13496402055174478
7819,1132,1085,2024-09-25 02:58:57,2778.93,60,1,0,0.13651974805953465
6565,1321,1415,2024-10-29 01:57:15,3699.26,107,1,0,0.1384540434603892
3002,1385,1326,2025-03-27 05:41:47,4949.37,330,1,0,0.13859923141745453
1665,1287,1269,2025-07-20 01:07:59,4815.93,1637,1,0,0.1395889473489296
765,1232,1477,2024-10-26 23:13:13,4591.66,191,1,0,0.14038067276284785
2906,1202,1017,2024-09-17 00:37:19,4863.55,282,1,0,0.14114396498676174
8441,1289,1349,2025-09-05 05:07:19,4968.74,1541,1,0,0.14171877442400518
6701,1254,1081,2024-12-03 03:06:52,3373.35,121,1,0,0.14179631459122463
9217,1200,1280,2025-06-26 05:19:15,4887.64,324,1,0,0.14217572985202714
1876,1184,1353,2024-10-03 00:34:36,425.71,166,1,0,0.14274981796525998
9894,1114,1394,2024-12-04 02:33:13,2903.66,91,1,0,0.14384574332231667
1277,1450,1236,2024-10-19 01:39:26,2889.66,83,1,0,0.14384574332231667
8734,1254,1426,2024-12-10 04:49:16,3569.75,128,1,0,0.14617487879748128
3345,1373,1151,2025-01-24 03:36:46,420.32,173,1,0,0.14660703854585896
3424,1433,1109,2025-09-01 03:26:28,1233.75,1800,1,0,0.14685377297722307
9856,1082,1446,2024-12-16 04:55:43,4829.07,287,1,0,0.15078266203849858
6422,1254,1387,2024-09-26 05:18:32,2262.2,53,1,0,0.15181528728844992
4153,1110,1187,2024-10-07 23:20:46,1807.62,118,1,0,0.15280864988326615
5900,1026,1195,2024-11-28 00:00:59,2373.34,76,1,0,0.1537384185163829
6344,1103,1043,2025-03-06 02:44:40,4822.85,1621,1,0,0.15500362473766946
1774,1163,1291,2024-12-26 05:56:56,1271.25,133,1,0,0.155489654627191
2469,1141,1262,2024-09-16 01:21:12,1280.47,130,1,0,0.15825267780174934
9108,1171,1415,2024-09-15 01:54:53,3478.62,155,1,0,0.15888901055765947
8273,1200,1101,2024-11-18 21:04:24,4895.09,105,0,0,0.15988014295566488
6879,1271,1471,2025-04-25 23:04:57,24.99,1624,1,0,0.1606195714809118
9187,1454,1429,2025-03-18 00:14:14,4766.45,251,1,0,0.16067331402622625
3530,1255,1300,2024-09-15 03:04:48,1590.42,124,1,0,0.16141623097825958
8292,1231,1083,2024-11-10 02:27:18,491.57,178,1,0,0.1632735747463203
7241,1314,1169,2024-10-21 02:54:32,4628.21,204,1,0,0.16538030695789255
2903,1387,1075,2025-09-01 04:10:08,2088.52,1794,1,0,0.166089932727332
2425,1022,1499,2024-10-31 01:07:46,3697.83,147,1,0,0.16921240826371936
9588,1465,1082,2024-09-15 13:37:57,4867.91,98,0,0,0.1695684528649121
3130,1427,1218,2024-10-13 10:39:31,195.46,85,0,0,0.1707507559353135
2779,1299,1001,2025-02-16 01:56:17,4107.41,167,1,0,0.1709390948491538
3902,1088,1317,2024-11-16 23:41:53,2868.71,115,1,0,0.17116817920427227
4062,1188,1472,2025-02-06 03:20:52,4877.66,1598,1,0,0.1720075550188404
3777,1061,1043,2024-09-19 23:02:10,4081.29,169,1,0,0.17301896771592137
379,1184,1458,2024-12-03 03:44:53,69.53,227,1,0,0.17417905893560176
9428,1088,1137,2024-11-11 01:27:54,1964.45,109,1,0,0.17535862038615016
4463,1043,1165,2024-10-24 00:55:08,3630.25,150,1,0,0.17886882952902225
2944,1427,1449,2024-09-21 08:21:32,4815.88,63,0,0,0.1795062740980925
654,1114,1309,2024-12-14 01:34:59,2056.6,101,1,0,0.18030206349734307
7895,1386,1239,2024-12-09 05:46:46,2641.71,138,1,0,0.18115895560328238
4716,1032,1101,2024-10-24 01:16:21,101.98,223,1,0,0.18191573643548142
9457,1454,1225,2024-09-19 19:58:03,352.88,71,0,0,0.18202971706916982
3524,1067,1174,2024-11-05 02:47:38,242.68,209,1,0,0.1852699056680069
336,1346,1331,2024-09-23 15:59:05,4843.85,100,0,0,0.18672210620019433
9617,1181,1162,2025-05-26 02:06:48,4856.74,1580,1,0,0.18724723454902512
2510,1462,1248,2025-08-23 05:55:53,2427.54,1803,1,0,0.18765347760787943
8177,1405,1474,2024-12-13 04:04:16,4382.78,213,1,0,0.1880929493448875
3111,1039,1300,2025-04-06 04:27:44,86.54,1633,1,0,0.18821771669483742
3169,1035,1375,2025-02-02 02:28:15,463.13,187,1,0,0.18863533426146076
9110,1324,1158,2025-09-02 23:52:01,2930.54,1783,1,0,0.18879210429602863
9797,1321,1450,2024-11-03 02:36:32,2332.73,113,1,0,0.19197394032930637
6120,1114,1345,2024-10-23 22:08:20,476.29,50,0,0,0.19257752483114657
8571,1307,1203,2024-11-22 00:03:11,4941.67,427,1,0,0.1926442703563943
4495,1261,1237,2025-01-03 02:17:19,2573.48,131,1,0,0.1941738275243838
840,1188,1305,2025-06-08 05:42:20,4376.15,1720,1,0,0.19430766152291296
6594,1474,1321,2024-09-22 08:14:22,4744.09,96,0,0,0.19521317202426458
6176,1345,1085,2025-04-06 23:19:18,4742.58,1597,1,0,0.19569912818946097
5730,1475,1318,2025-08-11 03:44:27,4952.15,1452,1,0,0.19644742208426566
5895,1485,1203,2025-07-08 05:28:18,216.03,1663,1,0,0.197083463359324
8969,1446,1395,2024-11-17 04:42:06,4819.53,327,1,0,0.19732813673192567
3137,1261,1333,2025-03-12 00:46:36,370.71,199,1,0,0.19873244564836484
645,1486,1456,2025-07-07 01:47:14,794.76,1714,1,0,0.20000302597804356
3653,1487,1397,2025-03-21 23:57:43,4997.22,461,1,0,0.20130453586283006
8555,1321,1380,2025-02-02 05:38:50,4455.1,204,1,0,0.2013561749398906
5621,1255,1035,2024-09-21 17:05:16,71.71,130,0,0,0.2013949202462304
7904,1261,1369,2024-09-27 19:00:36,527.64,33,0,0,0.20155666490787713
3182,1231,1490,2024-10-08 03:24:38,3187.92,145,1,0,0.20196545399315413
4727,1446,1447,2025-03-13 03:38:23,4888.23,443,1,0,0.2043355592365132
8858,1077,1261,2025-03-26 05:18:14,4769.75,320,1,0,0.2046097850902034
5606,1172,1141,2024-12-07 20:30:15,357.38,96,0,0,0.20477731838172966
4499,1416,1079,2024-10-01 04:25:24,1865.81,152,1,0,0.20478699635133524
719,1214,1088,2025-08-09 23:18:29,4772.85,341,1,0,0.20617223210264352
4110,1046,1000,2024-10-30 02:08:43,4987.42,465,1,0,0.20696967888577925
7856,1474,1052,2025-01-25 02:30:28,4234.4,220,1,0,0.20889366668961037
9632,1321,1253,2024-12-15 05:40:32,2698.18,155,1,0,0.2109527651967845
8918,1486,1387,2025-08-12 02:35:38,4099.82,1750,1,0,0.21098078283936036
30,1039,1160,2025-09-04 03:07:47,3716.42,1783,1,0,0.2115544282394198
7033,1322,1209,2025-07-28 02:39:39,830.95,1721,1,0,0.21265774886148453
4661,1192,1133,2025-02-12 05:37:40,4842.23,1543,1,0,0.21532125966236804
7730,1456,1409,2024-11-11 03:21:50,1368.48,147,1,0,0.21639360902741528
4169,1065,1292,2025-07-19 19:15:24,4814.02,1723,0,0,0.21645925805336474
5165,1172,1188,2025-02-06 02:30:32,2824.64,156,1,0,0.21654050078342033
9069,1025,1276,2024-10-14 14:28:06,112.63,125,0,0,0.21753963313763053
450,1481,1117,2025-04-06 03:54:57,21.47,1510,1,0,0.21790231014162872
8202,1232,1329,2024-11-04 00:42:12,3990.06,199,1,0,0.21852094810629255
9498,1349,1446,2025-03-03 02:33:39,4195.29,213,1,0,0.21858938517874718
6258,1157,1406,2025-06-16 03:21:29,272.92,1668,1,0,0.21881653350820926
3448,1248,1364,2025-05-12 00:14:33,4994.54,538,1,0,0.21901568414812458
612,1266,1185,2025-01-09 23:20:41,4859.55,429,1,0,0.21912211771936196
6267,1434,1411,2024-09-24 02:21:05,452.58,204,1,0,0.21924294085404947
3841,1187,1380,2025-06-23 07:41:53,4746.96,1707,0,0,0.2206109082554742
63,1314,1498,2025-04-04 05:22:21,4812.34,369,1,0,0.22116107877309643
9205,1237,1414,2025-09-08 18:24:44,4226.75,1764,0,0,0.22197263025815842
3751,1112,1125,2024-10-29 05:14:26,4100.33,193,1,0,0.22256333274340062
3302,1236,1436,2025-09-12 00:05:38,3302.64,1787,1,0,0.2228702578061263
8595,1385,1373,2025-06-27 05:45:05,4866.41,422,1,0,0.2228760632844533
9973,1476,1200,2025-08-15 02:20:33,4966.53,1398,1,0,0.22287894081182916
337,1200,1438,2025-01-18 02:32:52,1018.58,165,1,0,0.22427855392135598
6773,1236,1426,2025-08-07 20:15:25,4679.78,1752,0,0,0.2245088625437762
9713,1434,1308,2025-04-03 04:04:50,4835.29,395,1,0,0.2247511320248537
6177,1499,1032,2025-08-02 01:26:24,121.74,1624,1,0,0.2250591447713505
8521,1459,1297,2024-12-23 23:24:52,470.13,209,1,0,0.22548670007566649
7132,1013,1369,2025-01-25 03:48:51,442.13,210,1,0,0.22609944720013245
8467,1299,1206,2025-02-23 00:02:15,3707.99,174,1,0,0.2266029060541019
8880,1387,1229,2025-06-14 18:59:04,31.81,1716,0,0,0.22678259374739915
752,1022,1110,2025-02-05 02:28:26,4566.91,244,1,0,0.22692526106523378
4572,1293,1211,2025-06-28 03:47:23,356.95,1681,1,0,0.22739305831771864
9040,1188,1059,2025-08-10 02:52:43,3596.35,1783,1,0,0.22758150963771076
596,1077,1004,2024-10-25 23:43:30,3385.68,169,1,0,0.227692670817268
1278,1014,1476,2025-03-16 00:02:35,4919.95,474,1,0,0.22868896742268036
7118,1192,1415,2024-12-18 03:09:12,10.51,1487,1,0,0.22915386659142847
9029,1465,1091,2025-03-09 04:36:28,68.68,272,1,0,0.2294890645796714
2833,1387,1371,2025-03-27 01:39:29,263.73,1636,1,0,0.22978684424147594
6222,1132,1371,2025-07-13 01:50:27,4751.24,351,1,0,0.23079140304611234
2082,1140,1295,2024-10-11 04:22:43,4968.07,1295,1,0,0.2313732124917211
1218,1322,1205,2024-12-12 01:21:19,4858.12,1492,1,0,0.2314917791891501
5204,1127,1286,2025-04-07 05:20:32,4715.48,331,1,0,0.23253659740914015
3578,1324,1396,2025-08-04 16:44:26,4612.74,1754,0,0,0.23259698603277595
6431,1293,1016,2025-07-18 07:57:53,4874.16,1701,0,0,0.23286891362661932
7717,1465,1248,2024-10-12 08:20:56,4868.38,125,0,0,0.23294344626434343
407,1108,1058,2024-10-06 17:36:10,273.05,107,0,0,0.23295332774469488
88,1035,1151,2025-02-27 02:35:26,566.67,212,1,0,0.23297231343455024
2641,1087,1195,2024-12-09 02:04:20,106.32,260,1,0,0.23333933256178363
1385,1039,1078,2025-07-19 23:27:53,1284.91,1737,1,0,0.2349680859815724
979,1475,1326,2025-07-07 00:24:27,4927.4,1417,1,0,0.2351323273240698
262,1140,1151,2024-12-26 23:44:33,4950.57,1372,1,0,0.23575447120326518
3363,1193,1431,2025-02-21 23:03:08,4596.56,255,1,0,0.23627425615912628
7954,1086,1121,2025-08-10 00:46:40,1340.67,1739,1,0,0.23651394487370678
5276,1041,1113,2025-06-13 04:18:54,4189.11,1721,1,0,0.23652368696147355
3145,1462,1314,2025-07-05 23:00:41,1574.54,1755,1,0,0.2366636193001461
1416,1163,1092,2025-01-22 05:34:38,1386.74,160,1,0,0.23699782084081708
7308,1346,1393,2024-11-10 03:25:57,2467.57,147,1,0,0.23755314362282412
4948,1406,1310,2024-12-22 04:55:34,739.79,198,1,0,0.23789090630663018
2410,1052,1048,2025-08-23 05:07:52,4191.46,1716,1,0,0.23838952502948568
5882,1297,1253,2025-03-20 23:45:21,4948.1,1325,1,0,0.23861981371584592
5278,1100,1383,2025-06-07 00:08:49,4879.75,450,1,0,0.23878057818407336
1817,1337,1362,2025-03-09 00:43:28,4980.59,890,1,0,0.23894186983635657
9850,1255,1033,2024-10-26 03:04:04,1098.34,165,1,0,0.23984787214670283
8482,1322,1363,2025-08-20 00:40:38,1802.53,1743,1,0,0.24027005658241957
7545,1161,1272,2025-06-26 02:15:08,4719.22,1564,1,0,0.2410080403442323
2622,1372,1363,2025-08-18 01:25:32,4929.85,521,1,0,0.24105607661672349
8303,1339,1020,2025-04-14 02:59:05,4821.68,405,1,0,0.24129339663772903
7359,1295,1033,2025-04-30 00:05:58,4963.78,633,1,0,0.24135008688622558
6778,1299,1436,2025-09-07 04:44:53,4736.12,370,1,0,0.24164847806550788
7222,1450,1188,2024-12-24 23:16:11,2335.1,150,1,0,0.2417598985673827
416,1046,1390,2024-10-12 23:54:24,4839.28,448,1,0,0.24250794044846719
1144,1455,1029,2025-06-01 23:46:08,4925.1,541,1,0,0.24371281711502985
6789,1487,1061,2024-11-05 04:10:16,4677.6,324,1,0,0.24438371354569358
2168,1134,1204,2024-09-20 04:44:01,3485.38,193,1,0,0.2445469080292684
3337,1473,1186,2025-07-16 03:40:12,102.7,1533,1,0,0.24494521212429263
9429,1077,1118,2024-10-16 05:50:26,2112.76,159,1,0,0.24522035668574782
1729,1478,1370,2025-07-21 05:56:42,4980.67,881,1,0,0.24545966540354283
7909,1114,1355,2025-07-06 00:15:45,4619.59,305,1,0,0.2487585814828908
2696,1419,1180,2025-04-24 03:31:16,4920.02,1356,1,0,0.25041851187305114
7625,1061,1365,2024-10-02 02:00:35,3580.58,181,1,0,0.2505720316368972
681,1373,1458,2024-10-02 14:47:58,4656.32,60,0,0,0.25087132195400164
128,1363,1433,2025-08-08 04:05:03,4758.11,1501,1,0,0.25105448326930946
5974,1449,1441,2025-03-13 01:57:59,4989.95,868,1,0,0.2511665342168078
9046,1493,1059,2025-03-30 04:24:18,4938.76,641,1,0,0.2525066496116572
6138,1289,1285,2025-06-16 02:47:25,4830.53,1460,1,0,0.25384029003973546
5234,1157,1366,2025-01-19 02:32:24,4788.21,1520,1,0,0.25449018541036966
3718,1368,1120,2025-09-03 02:51:11,1096.31,1709,1,0,0.25474531951573315
2913,1172,1170,2025-04-12 00:42:39,339.13,221,1,0,0.2553880018090098
1060,1240,1054,2025-04-10 00:21:45,4849.04,1453,1,0,0.25569441589369024
2098,1412,1053,2025-04-11 03:29:44,4838.57,456,1,0,0.2560294866405843
8330,1266,1056,2025-08-06 02:58:03,4945.96,637,1,0,0.2562154506929505
5942,1167,1212,2024-11-01 03:31:42,4979.36,1173,1,0,0.2574312046471592
7757,1306,1047,2024-11-08 23:43:58,4933.98,571,1,0,0.25748040609325257
9470,1308,1129,2024-11-17 05:51:29,4945.31,578,1,0,0.25748040609325257
1836,1022,1016,2025-08-05 23:49:22,4787.58,426,1,0,0.2583147038533092
6891,1321,1395,2025-09-02 02:55:38,4774.46,416,1,0,0.2583147038533092
1807,1226,1211,2025-06-11 00:00:02,1046.24,1711,1,0,0.2587257584551093
5444,1237,1403,2025-08-16 02:43:29,2546.18,1741,1,0,0.258843848898839
1403,1339,1312,2025-02-03 05:03:03,22.8,335,1,0,0.2591001814744319
3409,1012,1478,2025-03-01 01:23:32,1715.53,169,1,0,0.25911869369317847
389,1286,1353,2025-06-12 23:53:03,4945.15,908,1,0,0.2592718255015123
9771,1339,1063,2024-12-04 05:52:38,4462.24,274,1,0,0.2596105815072003
5910,1453,1404,2024-12-12 00:02:57,4948.32,1257,1,0,0.259982879174688
7550,1462,1267,2025-06-02 00:58:40,4002.05,1721,1,0,0.26006965962811146
1966,1133,1496,2025-01-03 03:53:35,4929.55,603,1,0,0.2603030182341281
4389,1004,1107,2025-05-09 23:19:17,4778.38,1467,1,0,0.26070657975509365
8459,1103,1467,2025-08-15 20:20:12,3182.68,1784,0,0,0.26070949489421663
9362,1465,1084,2024-10-03 09:45:48,328.74,116,0,0,0.2607917044581063
3762,1172,1087,2025-01-16 12:35:56,4825.42,135,0,0,0.2608350490104913
1788,1152,1329,2025-07-18 03:59:56,4949.83,895,1,0,0.2610079793194304
1141,1185,1362,2024-11-07 02:48:34,554.66,233,1,0,0.26110583494373474
8557,1236,1194,2025-06-02 01:01:47,720.98,1685,1,0,0.2615645604493658
9554,1026,1209,2024-12-18 12:36:09,730.38,96,0,0,0.2618669401297929
2194,1382,1129,2025-01-19 02:04:36,4964.99,755,1,0,0.26281257476008535
3703,1363,1294,2024-10-30 01:43:49,4943.46,1219,1,0,0.2640210957429408
1511,1011,1307,2024-09-20 04:16:44,4980.59,712,1,0,0.26438448558451055
5705,1008,1328,2025-08-28 23:51:40,4930.83,647,1,0,0.26438448558451055
6072,1474,1090,2024-12-09 23:05:04,1455.53,174,1,0,0.26453736576334397
2838,1259,1360,2025-08-16 23:54:44,4951.83,1214,1,0,0.2645836540442935
1201,1047,1334,2025-06-13 00:07:55,4956.17,1026,1,0,0.2645886895111587
4548,1362,1459,2025-06-14 04:36:06,4974.97,1131,1,0,0.2647737401144937
2953,1353,1161,2025-05-10 03:28:54,4955.05,583,1,0,0.2648795504976961
9637,1041,1371,2024-12-27 04:08:28,4704.95,1553,1,0,0.26512647527041105
4597,1358,1208,2024-09-27 23:46:27,4930.11,1281,1,0,0.26525505784569187
8294,1192,1415,2024-11-20 02:31:35,4762.63,1459,1,0,0.26625127323121484
9104,1108,1076,2024-12-26 01:36:40,3559.84,188,1,0,0.2670131257707627
5580,1386,1320,2024-10-22 08:30:21,4626.16,91,0,0,0.26737274775058717
5207,1030,1273,2025-04-27 00:17:57,4945.04,728,1,0,0.2675305499915688
2584,1154,1380,2025-09-08 08:05:36,4969.82,1663,0,0,0.26851562961789877
3784,1191,1174,2025-07-28 02:59:32,4940.93,931,1,0,0.26872400558588094
8428,1086,1258,2025-08-15 23:28:08,3848.43,1745,1,0,0.26901150008977004
76,1299,1140,2025-03-14 01:35:46,3719.41,193,1,0,0.26913196269698575
8855,1474,1236,2024-09-20 13:17:30,4619.15,94,0,0,0.2692177208255173
6550,1181,1390,2025-07-18 03:09:06,344.59,1633,1,0,0.2694037680350562
5687,1433,1411,2025-08-14 18:03:54,3269.39,1783,0,0,0.2705473049599114
6610,1372,1285,2025-02-24 01:33:21,36.72,346,1,0,0.27095148005903896
1215,1485,1321,2025-09-09 19:05:22,162.17,1727,0,0,0.2709898664985234
4431,1261,1043,2024-12-10 15:01:42,625.3,107,0,0,0.27148014287212446
4400,1105,1174,2025-02-14 23:48:07,69.91,311,1,0,0.2717091566498452
8926,1103,1248,2025-03-27 09:58:58,4998.87,1642,0,0,0.27174009827675705
5299,1407,1056,2024-10-20 04:21:09,4901.12,1333,1,0,0.2717574100885956
3853,1082,1418,2025-05-26 00:52:33,4806.68,448,1,0,0.2717920683248557
5304,1390,1093,2025-09-01 19:56:05,3880.1,1781,0,0,0.2722667879466418
6327,1017,1088,2025-03-28 05:07:28,4753.63,421,1,0,0.27262595783812427
1928,1231,1338,2024-09-16 09:11:26,4788.95,123,0,0,0.2740924441979488
1854,1184,1423,2024-10-09 00:44:01,1950.92,172,1,0,0.2746039178598546
5180,1217,1381,2024-09-14 00:22:20,4683.7,384,1,0,0.2756399044969466
5717,1192,1265,2025-08-29 11:47:24,182.61,1742,0,0,0.27582703224800137
1399,1179,1190,2025-03-29 02:20:40,3496.89,214,1,0,0.2759229031088523
2697,1405,1088,2024-09-17 14:33:56,326.66,127,0,0,0.27593370936500583
7480,1138,1299,2025-02-10 02:55:38,4902.53,594,1,0,0.27600271652705216
2982,1350,1118,2025-02-22 18:30:47,4953.13,186,0,0,0.27624982830585826
1180,1299,1460,2024-09-27 12:25:27,4529.85,26,0,0,0.27691026622448045
6806,1462,1222,2025-09-04 12:33:29,2058.46,1816,0,0,0.2772597590269841
5146,1302,1399,2025-06-11 03:39:39,4420.64,1647,1,0,0.27823801273169596
2013,1023,1118,2025-09-04 16:09:24,4680.82,1703,0,0,0.27917097384585887
175,1126,1102,2025-03-08 02:18:06,4932.79,1024,1,0,0.27922096583941197
5107,1410,1295,2024-10-21 22:57:42,434.05,135,0,0,0.2794752941355111
6289,1131,1277,2025-08-16 10:28:38,3783.82,1791,0,0,0.27950097293075904
2413,1491,1006,2025-03-11 02:25:30,4941.22,1097,1,0,0.27951266144114034
2985,1345,1298,2025-08-17 02:55:56,3018.4,1729,1,0,0.2797062892543287
4268,1226,1059,2025-07-01 02:02:42,2585.91,1731,1,0,0.27973417843269044
9204,1214,1218,2025-08-26 00:29:12,48.22,357,1,0,0.28053273201074236
6363,1236,1269,2025-06-16 01:38:44,4022.3,1699,1,0,0.28073093634748497
5390,1132,1400,2024-10-16 12:58:20,862.8,81,0,0,0.281030968242782
3672,1087,1460,2024-09-19 07:18:14,47.92,179,0,0,0.28114404862260006
9418,1006,1216,2025-02-09 03:15:30,4917.88,1212,1,0,0.2812039456257401
4075,1001,1436,2025-02-10 04:48:22,4918.45,892,1,0,0.2815879300514144
6053,1163,1328,2025-02-02 01:47:32,1969.41,170,1,0,0.2821713500920824
1022,1226,1064,2024-11-18 00:56:19,201.24,1506,1,0,0.28287537392060697
614,1007,1182,2025-03-25 03:56:17,92.22,1478,1,0,0.2833621828469873
1054,1026,1228,2025-02-17 09:34:33,130.57,157,0,0,0.2834029939302508
7994,1486,1139,2025-08-03 10:57:29,225.23,1741,0,0,0.2834487750775834
2591,1133,1153,2024-11-15 04:59:46,4870.92,554,1,0,0.2834580770726049
5799,1191,1175,2025-03-31 05:11:05,4967.93,812,1,0,0.28367791117307173
1297,1103,1347,2024-11-29 04:06:00,166.9,1524,1,0,0.2841100839701925
3244,1433,1108,2025-06-16 05:43:15,1756.53,1723,1,0,0.28532565292473844
7428,1497,1044,2025-04-08 05:45:53,70.74,352,1,0,0.2853850915718827
2407,1221,1414,2025-05-21 03:15:10,50.9,1444,1,0,0.2854564962773825
